text,true,pred,p_pred
hawa wamarekani weusi ni wazungu kiroho ndio maana wanatuchukulia poa sisi waafrika haiwezekani watupatie tunzo asubuhi kabla ya show. #betsh,neither,offensive,0.6287688
baba enugu @user cant beat Jubilee :-thru the ballot or the bullet - not even in the bush. #NoReformsNoElections #wembeniuleule,neither,offensive,0.6280069
Why is @user even demanding to be President #Mikesonko has already taken the Nairobi gubernatorial race #RailaSpeaks #RailaPresser,offensive,neither,0.62798446
Hawa watu achana nao @user : Waarabu jo. @user : Mshai jiuliza mbona walalo huwa na cheda ivo,neither,offensive,0.62783045
Luhyas are Hot Sexy and proud THINGS THAT SHOULD REMAIN IN 2012:- 1.) Girls drawing their eyebrows like...,neither,offensive,0.6272537
Where are maasai in this crowd only memusi. Hio ingine ni kibera,neither,offensive,0.6265222
Since that day I saw Joey openly thirsting over Otile Brown I quit on these picture perfect females. Nyakundi is right. Don't break a sweat for someone who's not worth it,neither,offensive,0.62590134
kikuyus desist from abusing and calling luos names you can't scare even a rat in luo land past police & military you've nothing,hate,offensive,0.62543863
Sio at I wakikuyu tuna ukabila tunachagua kiongozi mwenye ako capable kusolve shida Zetu #brekko,hate,offensive,0.6250305
BEING A LUO IN KENYA IS BECOMING REALLY DANGEROUS LUOPEANS START LOOKING FOR WAYS YOUR GOING TO SURVIVE IN THIS COUNTRY #LuoLivesMatter,neither,offensive,0.625021
Keep calm yall are talkin shit we'll see. Dont forget Masai got rid of rudy and turned our team to a playoff contender,offensive,neither,0.62500197
Lucifer was in charge of the music department in Heaven... #RIPMsando,neither,offensive,0.62471247
I hate luhya politics coz their leaders fear competition never settle in one party to fight for their positions they want free things,offensive,hate,0.62395597
What goes around will come around today is NASA supported being killed and whenever police are shooting they make sure they kill a luo .have u seen akamba Kikuyu kisii giriama kalenjin nem them except luos being killed?why target one tribe .shame on you,offensive,hate,0.62392
We all know Kijana Wamalwa loved this nation to bits but you know Luhyas are only fit to be cooks and watchmen. #RepublicOfPretenders,hate,offensive,0.6237494
We've been asking the same question. #AkombeMustGo,neither,offensive,0.6236815
WaSHANA na sisi wakisii RT @user I dont know whats more annoying a kisii guy on his cellphone or a new Mother on Facebook.,neither,hate,0.62354064
wakenya sisi ni wa africa but tunaenjoy hawa wasee wa botswana nikama sisi ni wazungu smh! pendeni tanaduni zenu,neither,offensive,0.6232542
Wajaluo FC 1. Otieno 2. Onyango 3. Odidhi 4. Ojwang' 5. Owino 6. Ondiek 7. oluoch 8. Opiko 9. Odhiambo 10. Omolo 11. Omondi,offensive,hate,0.6230497
was it police or it was psychotic #MosesKuria ?,neither,offensive,0.62293863
What office dada hatujabadilisha wembe #wembeniuleule,neither,offensive,0.62262326
which are these tribes and don't tell me kalenjin is a tribe??and meru &embu are kikuyus ?,offensive,neither,0.6218493
Which kenya? Luos are not the only Kenyans bwana.waza zako#UhurutoTanoTena,neither,offensive,0.62171704
Bahati my home was hit by PEV yet some thug is area mp & hero.big shame #ArrestKimaniNgunjiri,neither,offensive,0.621134
what action did you take when GSU attacked journalists in Nyanza?Stop reacting because attacked journalists were Kikuyus .,hate,neither,0.62072456
LMAO! RT @user : That moment you think merus are arguin then they laugh..kumbe its just a normal chat,neither,offensive,0.620282
Babu Owino is in kindergarten but wants to act like the head boy amevurutwa Kama nyasi #RailaPresser,neither,offensive,0.6200741
When i see a kikuyu luo kalenjin mijikenda kamba luhya i see an image of God-leaders should stop preaching hate #WeAreOne,neither,offensive,0.61982703
We're already tweetmates.Then u have assumed all Kikuyus are mungiki. I don't blame you bt please present the merits of secession for Ke,neither,offensive,0.6194212
You too talk about loot yet you're spokesman for looters of NYS EURO BOND SGR. LEARN TO THINK BEYOND CENTRAL AND KIKUYUS .,neither,offensive,0.61854327
You tell the truth then! She s an invader in our country and Muslim brotherhood terrorist. Who lied on her immigration form was a Kenyan married her brother and others! Stole $Hundred millions thru Somali daycare and are terrorists! @user all they do is threaten people ! pic.twitter.com/MYMLEmBuvC,neither,hate,0.6181877
wale fanz wa @user tuchek kideo @user tuchek game jins hawa waarabu tunavowakimbiza... #AzamGoGo#,neither,offensive,0.6170211
Kikuyus are not going to threaten us any more We swear then wait for them.they will meet a force they hadnt prepared for fools.PUGA!,hate,offensive,0.6165567
when luhyas are fired they'd probably get the gravity of the situation if the letter read,neither,offensive,0.61643195
Those projects that were launched by Jubilee more than 5times will be launched now and then but will never be implemented #WembeNiUleUle,neither,offensive,0.6152161
Yes I also miss him but actually he is the one who should be blocked(banned) from twitter for posting hate speech and spreading fake news everyday,neither,offensive,0.6151902
Why should William Ruto be giving villagers in Sugoi food instead of creating a corruption free gov't for them to make their own food?,neither,offensive,0.6149089
Waaaaah it's this serious yani people out there signing a petition to recall Gathoni wa Muchoba #MPsPay #FagiaWote pic.twitter.com/7GMkEna1mu,offensive,neither,0.61429054
This NASA supports are just bitter because they don't have many vernacular stations like Kikuyus do. So they come out on Twitter to bitch and promote propaganda.,neither,offensive,0.61391145
Why is @user afraid of iebc reforming? I thought they had the numbers #NoReformsNoElections,neither,offensive,0.6129319
We cannot be diverted any more we are keenly sighted; for Uhuru to go Chiloba must go. #NoReformsNoElections #MaragaPetition #ThankYouRaila,neither,offensive,0.6129278
big brother is watchingRT @user : True sisi waluhya... Hehe RT @user : In my opinion luhyas are (cont),hate,neither,0.61256576
Wezi sometimes kueni na huruma. Inflate the cost but make sure the job is done and perfectly. No one will bother you.,neither,offensive,0.6124082
This was something planned. Hate .OCPD SECURITY GUARD FOR the IEBC Officer and Officer Himself all from Kamba community it's malace,offensive,neither,0.61231387
While #Matiangi is busy setting election dates for the country. #Duale will say that Raila knows cause of school fires #NoReformsNoElections,neither,offensive,0.61171836
Hawa wajaluo wataniua! Aroji Otieno #MorenoSpeaks #LuckyYou #TheSilentItch,neither,offensive,0.61146533
This is the law that will send jail Nyakundi na Chacha. Ngoja tu,neither,offensive,0.6107248
Waiting as usual are Luos the only punctual people in this country?,offensive,hate,0.61051583
we believe all kambas are in NASA,hate,offensive,0.6102804
Beginning with the squad to kill Mungiki figures post 2007/08 killing of Luos /Luhyas; to the squad formed to kill the squad that killed Mungiki; to the squad formed to kill ICC witnesses to the Jacob Juma/Chris Msando squad there are too many police killers on the prow,offensive,neither,0.60974014
All these businesses are owned by Kikuyus . If Raila didn t like Kikuyus why would he fight for them?,neither,offensive,0.6093764
Siku hizi kila mtu ni mjanja ata wale wamaasai tuliwa tunasema wanadanganyika pia hao wameerevuka.,neither,offensive,0.6088569
You will be shocked. You will swallow your sycophantic views! #VifarangaVyaKompyuta #LongLiveBaba,neither,offensive,0.6085809
Tomorrow is my Eid supposed to be celebrating but someone has sent militia in police uniforms to Massacre Luos #LuoLivesmatter pic.twitter.com/VVer0VYsni,neither,offensive,0.60855985
We need to chase him out of the club ASAP.,offensive,neither,0.6083413
Umoja Moi drive. Area MPig George Theuri bought a machine that can cope with the potholes. Middle-Class ndio wameumia in all this melee. Hamna dawa ingine. Revolution. pic.twitter.com/7mAImYOq2z,neither,offensive,0.608317
Who is Uhuru Kikuyus only know hate speech when reality hit them.... Uhuru has been abusing Luos day and night Moses Kuria too. Meza panga,neither,hate,0.60809135
Sisi Wajaluo tuna shida na Jakoyo Midiwo and Governor Rasanga. Kaleos please?,neither,hate,0.6080014
We?ll stone you if you come back LUOs are not fools - MIDIWO/ ORENGO warn UHURU,hate,offensive,0.60795456
Kikuyus are now asking Luhyas to manage their sugar companies well like they do to their tea n coffee firms.Have you ever heard of cheap coffee and tea importations.In luhya nation it's the battle we have fought endlessly to futility,neither,offensive,0.60752636
Uhuru Kenyatta will be heading to China this weekend to sign more loans especially the sh400 Billion Naivasha-Kisumu Phase 2 SGR. Lakini mbele iko sawa na Jubilee. #TanoTERROR,neither,offensive,0.6071006
When Kisii join @user are termed #GusiiBeggars but when Kikuyus join @user they are #Patriots . Ujinga mtaacha Wakenya,neither,offensive,0.60686326
Luos are depressed what else explains the bar being full as from noon on a Monday?,offensive,neither,0.6068287
What Raila odinga must know is that there comes a time when you realize selfish interests gonna set our nation into fire. #NoRailaNoPeace,offensive,neither,0.6067277
Tusingoje mpaka maafa yatokee vijana wachoke kuwavumilia wafanye migomo na uharibifu ndio Serikali iingilie kati. Hawa wahindi wamezidi.,neither,offensive,0.60634863
We voted for president uhuru with open heart and did better than matiagi family .free nyakundi family,neither,offensive,0.6059349
Who is this imposter? Ako wapi nyakundi ?,neither,offensive,0.6059341
Luyhas Beware it is a Trap... #ElectionsBoycottKE pic.twitter.com/7Hndfev050,neither,offensive,0.6058203
Hao makarao munamada wasee bila reason iyo si poa Mungu anawacheki tu. #LuoLivesMatter #Haki iwe ngao Daima,offensive,neither,0.605744
Wacha Ujinga wakuchukia the Kikuyus these are Kenyans too. Luos are not the only Kenyans with rights! #JohoNasaPwani,offensive,neither,0.6056392
I had to copy paste this one!!! Hahahaaaa!!! KIKUYU'S IN HEAVEN LOLEST! Where Kikuyus are there must be a...,offensive,neither,0.6053216
I have a feeling that MIGUNA MIGUNA can make a good IEBC CHAIR.A no nonesense guy!@user @user @user #NoReformsNoElections,neither,offensive,0.60494757
I have boarded a mat to Naivasha and the driver tuned to Kameme FM oblivious of the fact that some passengers are Not Kikuyus,hate,neither,0.6045762
All that needs to happen is for Kenyan men to cancel Miguna & JKL. Their foolery is on you. Show us this one time how you are not trash.,neither,offensive,0.6044445
Kikuyus blablabla.,neither,offensive,0.6042098
Those saying nyakundi is concentrating on very petty issues should see their life as they are only against the enlightening of the boy child by le presidente,neither,offensive,0.6036316
Kambas are so confusing..part of em like Uhuru..part don't like..,neither,offensive,0.6021754
Your argument is rigging if Kikuyus ...so stick to it. Raila is not a president only former pm so stop being delusional,neither,offensive,0.60178244
KIKUYUs are the ones behind RUTO's woes at ICC RAILA ODINGA incites the KALENJINs: The forme...,neither,offensive,0.60164857
Kikuyus will only be free when they shake off the Kenyatta dynasty. Now they're enslaved & blinded can't see it.,hate,offensive,0.6012721
We say #NoReformsNoElections Yet we are the same people attending trainings as IEBC staffs preparing for 26th election. #Kujichocha,neither,offensive,0.6012072
